2023-01-04 13:02:14,971 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-01-04 13:02:15,003 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-01-04 13:02:15,003 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-01-04 13:02:15,003 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-01-04 13:02:15,003 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-01-04 13:02:15,003 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-01-04 13:02:15,003 INFO  SwAddin.cs: 201 - Setting up command manager
2023-01-04 13:02:15,003 INFO  SwAddin.cs: 204 - Adding command manager
2023-01-04 13:02:15,003 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-01-04 13:02:15,003 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-01-04 13:02:15,003 INFO  SwAddin.cs: 210 - Adding event handlers
2023-01-04 13:02:15,034 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-01-04 13:18:44,309 INFO  SwAddin.cs: 351 - Part export called
2023-01-04 13:18:44,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from map
2023-01-04 13:18:44,341 INFO  ExportHelperExtension.cs: 1136 - Found 24 in map
2023-01-04 13:18:44,341 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in map
2023-01-04 13:18:44,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from map
2023-01-04 13:18:44,341 INFO  ExportHelperExtension.cs: 1136 - Found 24 in map
2023-01-04 13:18:44,341 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in map
2023-01-04 13:18:44,341 INFO  SwAddin.cs: 367 - Showing part
2023-01-04 13:18:54,983 INFO  SwAddin.cs: 351 - Part export called
2023-01-04 13:18:54,999 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from map
2023-01-04 13:18:54,999 INFO  ExportHelperExtension.cs: 1136 - Found 24 in map
2023-01-04 13:18:54,999 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in map
2023-01-04 13:18:54,999 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from map
2023-01-04 13:18:54,999 INFO  ExportHelperExtension.cs: 1136 - Found 24 in map
2023-01-04 13:18:54,999 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in map
2023-01-04 13:18:54,999 INFO  SwAddin.cs: 367 - Showing part
2023-01-04 13:19:10,518 INFO  SwAddin.cs: 351 - Part export called
2023-01-04 13:19:10,518 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from map
2023-01-04 13:19:10,518 INFO  ExportHelperExtension.cs: 1136 - Found 31 in map
2023-01-04 13:19:10,518 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in map
2023-01-04 13:19:10,518 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from map
2023-01-04 13:19:10,518 INFO  ExportHelperExtension.cs: 1136 - Found 31 in map
2023-01-04 13:19:10,518 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in map
2023-01-04 13:19:10,518 INFO  SwAddin.cs: 367 - Showing part
2023-01-04 13:19:46,875 INFO  SwAddin.cs: 294 - Assembly export called for file 装配体2
2023-01-04 13:19:46,875 INFO  SwAddin.cs: 299 - Save is required
